time [ms], BMP temp [degC], BMP pres [mbar], BMP alt [m], BNO x [deg], BNO y [deg], BNO z [deg], BNO xa [m/s^2], BNO ya [], BNO za [], BNO xg [rad/s], BNO yg [], BNO zg [], BNO xm [uT], BNO ym [], BNO zm [], GPS lat [deg.min], GPS lon [deg.min], GPS speed [m/s], GPS angle [deg], GPS alt [m],GPS Sat, ICM temp [degC], ICM accel x [m/s^2], ICM accel y [m/s^2], ICM accel z [m/s^2], ICM gyro x [rad/s], ICM gyro y [rad/s], ICM gyro z [rad/s], ICM mag x [], ICM mag y [], ICM mag z []
395555,25.8,998.58,122.87,329.87,-3.75,-92.12,-0.71,10.1,-0.36,-0.71,10.1,-0.36,-0.71,10.1,-0.36,3437.4,8619.26,0.76,294.7,184,12,27.61,0.41,-10.03,-0.38,-0.01,0,0.01,46.35,-32.85,-19.5
395601,25.8,998.58,122.86,329.87,-3.75,-92.12,-0.7,10.09,-0.41,-0.7,10.09,-0.41,-0.7,10.1,-0.37,3437.4,8619.26,0.76,294.7,184,12,27.9,0.4,-10.01,-0.35,0,0,0.01,46.35,-32.85,-19.5
395643,25.8,998.58,122.87,329.87,-3.75,-92.12,-0.72,10.09,-0.39,-0.72,10.09,-0.39,-0.72,10.09,-0.39,3437.4,8619.26,0.76,294.7,184,12,27.57,0.41,-10.05,-0.36,-0.01,-0.01,0,46.35,-32.85,-19.5
395693,25.8,998.59,122.81,329.87,-3.75,-92.12,-0.7,10.08,-0.4,-0.7,10.08,-0.4,-0.7,10.08,-0.4,3437.4,8619.26,0.76,294.7,184,12,27.71,0.4,-10.01,-0.36,0,0,0.01,46.35,-32.85,-19.5
395734,25.8,998.59,122.78,329.87,-3.75,-92.12,-0.69,10.12,-0.36,-0.69,10.12,-0.36,-0.69,10.12,-0.36,3437.4,8619.26,0.76,294.7,184,12,27.9,0.38,-10.03,-0.31,0,0,0.01,46.35,-32.85,-19.5
395781,25.8,998.59,122.77,329.87,-3.75,-92.12,-0.7,10.08,-0.35,-0.7,10.08,-0.35,-0.7,10.08,-0.35,3437.4,8619.26,0.76,294.7,184,12,27.9,0.44,-10.01,-0.38,0,0,0.01,46.35,-32.85,-19.5
395823,25.8,998.59,122.76,329.87,-3.75,-92.12,-0.7,10.1,-0.37,-0.67,10.1,-0.35,-0.67,10.1,-0.35,3437.4,8619.26,0.76,294.7,184,12,27.76,0.41,-9.98,-0.3,-0.01,0,0.01,46.35,-32.85,-19.5
395873,25.8,998.59,122.77,329.87,-3.75,-92.12,-0.71,10.09,-0.34,-0.7,10.09,-0.37,-0.7,10.09,-0.37,3437.4,8619.26,0.76,294.7,184,12,27.76,0.42,-9.99,-0.31,0,0,0.01,46.35,-32.85,-19.5
395915,25.8,998.58,122.82,329.87,-3.75,-92.12,-0.71,10.08,-0.38,-0.71,10.08,-0.38,-0.71,10.08,-0.38,3437.4,8619.26,0.76,294.7,184,12,27.61,0.39,-10.05,-0.42,0,0,0.01,46.35,-32.85,-19.5
395962,25.8,998.58,122.84,329.87,-3.75,-92.12,-0.72,10.09,-0.39,-0.72,10.09,-0.39,-0.72,10.09,-0.39,3437.4,8619.26,0.76,294.7,184,12,27.57,0.44,-9.99,-0.35,0,0,0.01,46.35,-32.85,-19.5
396004,25.8,998.58,122.88,329.87,-3.75,-92.12,-0.72,10.09,-0.38,-0.72,10.09,-0.38,-0.72,10.09,-0.38,3437.4,8619.26,0.76,294.7,184,12,27.71,0.41,-10.03,-0.4,0,0,0.01,46.35,-32.85,-19.5
396046,25.8,998.57,122.93,329.87,-3.75,-92.12,-0.71,10.1,-0.42,-0.71,10.1,-0.42,-0.71,10.1,-0.42,3437.4,8619.26,0.76,294.7,184,12,27.52,0.43,-9.98,-0.37,0,0,0.01,46.35,-32.85,-19.5
396095,25.8,998.58,122.85,329.87,-3.75,-92.12,-0.7,10.1,-0.38,-0.7,10.1,-0.38,-0.7,10.1,-0.38,3437.4,8619.26,0.76,294.7,184,12,27.61,0.35,-10,-0.38,-0.01,0,0,45.6,-32.85,-21.75
396135,25.8,998.58,122.85,329.87,-3.75,-92.12,-0.69,10.09,-0.35,-0.69,10.09,-0.35,-0.69,10.09,-0.35,3437.4,8619.26,0.76,294.7,184,12,27.61,0.42,-10.05,-0.34,-0.01,0,0,45.6,-32.85,-21.75
396184,25.8,998.58,122.85,329.87,-3.75,-92.12,-0.68,10.11,-0.37,-0.68,10.11,-0.37,-0.68,10.11,-0.37,3437.4,8619.26,0.76,294.7,184,12,27.61,0.45,-9.97,-0.34,-0.01,0,0,44.85,-32.1,-19.95
396226,25.8,998.59,122.8,329.87,-3.75,-92.12,-0.7,10.1,-0.36,-0.7,10.1,-0.36,-0.7,10.1,-0.36,3437.4,8619.26,0.76,294.7,184,12,27.76,0.37,-10.06,-0.38,0,0,0,44.85,-32.1,-19.95
396275,25.8,998.58,122.83,329.87,-3.75,-92.12,-0.73,10.1,-0.36,-0.73,10.1,-0.36,-0.73,10.1,-0.36,3437.4,8619.26,0.76,294.7,184,12,27.85,0.4,-10,-0.37,-0.01,0,0.01,45.45,-32.7,-20.1
396316,25.8,998.59,122.8,329.87,-3.75,-92.12,-0.7,10.07,-0.37,-0.7,10.07,-0.37,-0.7,10.07,-0.37,3437.4,8619.26,0.76,294.7,184,12,27.57,0.4,-10.04,-0.37,0,0,0,45.45,-32.7,-20.1
396362,25.8,998.59,122.82,329.87,-3.75,-92.12,-0.68,10.1,-0.37,-0.68,10.1,-0.37,-0.68,10.1,-0.37,3437.4,8619.26,0.76,294.7,184,12,27.61,0.39,-9.99,-0.38,0,0,0,45.45,-32.7,-20.1
396405,25.8,998.59,122.79,329.87,-3.75,-92.12,-0.71,10.11,-0.37,-0.71,10.11,-0.37,-0.71,10.11,-0.37,3437.4,8619.26,0.76,294.7,184,12,27.23,0.4,-10.02,-0.34,0,0,0,45.6,-32.1,-19.95
396446,25.8,998.59,122.8,329.87,-3.75,-92.12,-0.68,10.08,-0.4,-0.68,10.08,-0.4,-0.68,10.08,-0.4,3437.4,8619.26,0.76,294.7,184,12,27.76,0.39,-9.99,-0.35,-0.01,0,0.01,45.6,-32.1,-19.95
396496,25.8,998.59,122.76,329.87,-3.75,-92.12,-0.67,10.07,-0.38,-0.67,10.07,-0.38,-0.67,10.07,-0.38,3437.4,8619.26,0.76,294.7,184,12,27.76,0.39,-10,-0.31,0,0,0.01,45.45,-30.9,-21.9
396537,25.8,998.6,122.71,329.87,-3.75,-92.12,-0.72,10.1,-0.38,-0.72,10.1,-0.38,-0.72,10.1,-0.38,3437.4,8619.26,0.76,294.7,184,12,27.71,0.39,-9.99,-0.33,0,0,0.01,45.45,-30.9,-21.9
396584,25.8,998.59,122.75,329.87,-3.75,-92.12,-0.69,10.1,-0.37,-0.69,10.1,-0.37,-0.69,10.1,-0.37,3437.4,8619.26,0.76,294.7,184,12,27.61,0.45,-10.01,-0.33,0,0,0,45.6,-31.8,-19.2
396626,25.8,998.6,122.73,329.87,-3.75,-92.12,-0.73,10.09,-0.36,-0.73,10.09,-0.36,-0.73,10.09,-0.36,3437.4,8619.26,0.76,294.7,184,12,27.76,0.45,-10.05,-0.35,-0.01,-0.01,0,45.6,-31.8,-19.2
396675,25.8,998.59,122.76,329.87,-3.75,-92.12,-0.7,10.1,-0.37,-0.71,10.1,-0.37,-0.71,10.1,-0.37,3437.4,8619.26,0.76,294.7,184,12,27.85,0.45,-10,-0.36,0,0,0.01,45.45,-32.7,-20.1
396717,25.8,998.59,122.75,329.87,-3.75,-92.12,-0.7,10.1,-0.37,-0.7,10.1,-0.37,-0.7,10.1,-0.37,3437.4,8619.26,0.76,294.7,184,12,27.71,0.38,-10.04,-0.37,0,0,0,45.45,-32.7,-20.1
396764,25.8,998.59,122.75,329.87,-3.75,-92.12,-0.67,10.08,-0.39,-0.67,10.08,-0.39,-0.67,10.08,-0.39,3437.4,8619.26,0.76,294.7,184,12,27.52,0.36,-9.99,-0.33,0,0,0.01,45.45,-32.7,-20.1
396806,25.8,998.6,122.69,329.87,-3.75,-92.12,-0.71,10.08,-0.36,-0.71,10.08,-0.36,-0.71,10.08,-0.36,3437.4,8619.26,0.76,294.7,184,12,27.61,0.36,-10.02,-0.38,0,0,0.01,45.9,-32.55,-21
396856,25.8,998.6,122.73,329.87,-3.75,-92.12,-0.69,10.09,-0.39,-0.69,10.07,-0.39,-0.69,10.07,-0.39,3437.4,8619.26,0.76,294.7,184,12,27.71,0.34,-9.94,-0.33,-0.01,0,0,45.9,-32.55,-21
396898,25.8,998.6,122.66,329.87,-3.75,-92.12,-0.7,10.09,-0.37,-0.7,10.09,-0.37,-0.7,10.09,-0.37,3437.4,8619.26,0.76,294.7,184,12,27.61,0.43,-10.03,-0.33,0,-0.01,0.01,45.6,-33.6,-20.25
396938,25.8,998.6,122.72,329.87,-3.75,-92.12,-0.71,10.1,-0.37,-0.71,10.1,-0.37,-0.71,10.1,-0.37,3437.4,8619.26,0.76,294.7,184,12,27.71,0.42,-10.02,-0.35,-0.01,0,0,45.6,-33.6,-20.25
396984,25.8,998.59,122.74,329.87,-3.75,-92.12,-0.7,10.1,-0.36,-0.7,10.1,-0.36,-0.7,10.1,-0.36,3437.4,8619.26,0.76,294.7,184,12,27.61,0.42,-10,-0.36,0,0,0,44.55,-32.85,-20.25
397028,25.8,998.59,122.73,329.87,-3.75,-92.12,-0.7,10.1,-0.39,-0.7,10.1,-0.39,-0.7,10.1,-0.39,3437.4,8619.26,0.76,294.7,184,12,27.76,0.42,-10.01,-0.38,0,0,0,44.55,-32.85,-20.25
397077,25.8,998.59,122.75,329.87,-3.75,-92.12,-0.7,10.08,-0.36,-0.7,10.08,-0.36,-0.7,10.08,-0.36,3437.4,8619.26,0.76,294.7,184,12,27.57,0.44,-10.05,-0.29,0,0,0,45.6,-31.8,-19.2
397119,25.8,998.59,122.76,329.87,-3.75,-92.12,-0.69,10.09,-0.37,-0.69,10.09,-0.37,-0.69,10.09,-0.37,3437.4,8619.26,0.76,294.7,184,12,27.52,0.37,-10.02,-0.37,0,-0.01,0.01,45.6,-31.8,-19.2
397164,25.8,998.59,122.78,329.87,-3.75,-92.12,-0.68,10.09,-0.36,-0.68,10.09,-0.36,-0.68,10.09,-0.36,3437.4,8619.26,0.76,294.7,184,12,27.61,0.35,-10.06,-0.33,-0.01,0,0.01,45.6,-31.8,-19.2
397208,25.8,998.59,122.8,329.87,-3.75,-92.12,-0.68,10.09,-0.38,-0.68,10.09,-0.38,-0.68,10.09,-0.38,3437.4,8619.26,0.76,294.7,184,12,27.61,0.39,-10.04,-0.35,0,-0.01,0.01,44.25,-32.7,-19.35
397258,25.8,998.58,122.84,329.87,-3.75,-92.12,-0.67,10.1,-0.37,-0.69,10.1,-0.39,-0.69,10.1,-0.39,3437.4,8619.26,0.76,294.7,184,12,27.61,0.39,-10.07,-0.37,0,-0.01,0,44.25,-32.7,-19.35
397299,25.8,998.58,122.88,329.87,-3.75,-92.12,-0.71,10.09,-0.38,-0.71,10.09,-0.38,-0.71,10.09,-0.38,3437.4,8619.26,0.76,294.7,184,12,27.71,0.45,-10.01,-0.38,-0.01,0,0,45.75,-32.4,-19.05
397340,25.8,998.57,122.9,329.87,-3.75,-92.12,-0.7,10.09,-0.39,-0.7,10.09,-0.39,-0.7,10.09,-0.39,3437.4,8619.26,0.76,294.7,184,12,27.76,0.42,-10,-0.37,-0.01,0,0,45.75,-32.4,-19.05
397387,25.8,998.58,122.88,329.87,-3.75,-92.12,-0.7,10.1,-0.37,-0.7,10.1,-0.37,-0.7,10.08,-0.36,3437.4,8619.26,0.76,294.7,184,12,27.85,0.45,-9.97,-0.34,0,0,0.01,45.9,-32.55,-19.5
397426,25.8,998.58,122.85,329.87,-3.75,-92.12,-0.69,10.1,-0.37,-0.69,10.1,-0.37,-0.69,10.1,-0.37,3437.4,8619.26,0.76,294.7,184,12,27.85,0.45,-9.97,-0.34,0,0,0.01,45.9,-32.55,-19.5
397474,25.8,998.58,122.87,329.87,-3.75,-92.12,-0.69,10.08,-0.36,-0.69,10.08,-0.36,-0.69,10.08,-0.36,3437.4,8619.26,0.76,294.7,184,12,27.61,0.39,-10.02,-0.33,0,0,0.01,45.9,-32.55,-19.5
397518,25.8,998.58,122.83,329.87,-3.75,-92.12,-0.7,10.09,-0.39,-0.67,10.1,-0.38,-0.67,10.1,-0.38,3437.4,8619.26,0.76,294.7,184,12,27.61,0.38,-10.02,-0.37,-0.01,0,0,46.35,-32.85,-19.2
397562,25.8,998.58,122.88,329.87,-3.75,-92.12,-0.68,10.09,-0.38,-0.68,10.09,-0.38,-0.68,10.09,-0.38,3437.4,8619.26,0.76,294.7,184,12,27.61,0.41,-10.05,-0.34,-0.01,0,0,46.35,-32.85,-19.2
397605,25.8,998.58,122.87,329.87,-3.75,-92.12,-0.69,10.08,-0.41,-0.69,10.08,-0.41,-0.69,10.08,-0.41,3437.4,8619.26,0.76,294.7,183.9,12,27.71,0.39,-10.05,-0.4,0,0,0,46.5,-32.7,-19.05
397658,25.8,998.58,122.85,329.87,-3.75,-92.12,-0.72,10.1,-0.36,-0.72,10.1,-0.36,-0.72,10.1,-0.36,3437.4,8619.26,0.76,294.7,183.9,12,27.57,0.42,-9.98,-0.36,0,0,0.01,46.5,-32.7,-19.05
397700,25.8,998.58,122.82,329.87,-3.75,-92.12,-0.73,10.09,-0.4,-0.73,10.09,-0.4,-0.73,10.09,-0.4,3437.4,8619.26,0.76,294.7,183.9,12,27.57,0.38,-9.96,-0.35,0,0,0,44.55,-32.85,-20.25
397746,25.8,998.58,122.83,329.87,-3.75,-92.12,-0.73,10.1,-0.36,-0.73,10.1,-0.36,-0.73,10.1,-0.36,3437.4,8619.26,0.76,294.7,183.9,12,27.76,0.39,-10.04,-0.37,0,0,0.01,44.55,-32.85,-20.25
397789,25.8,998.59,122.8,329.87,-3.75,-92.12,-0.7,10.09,-0.36,-0.69,10.1,-0.36,-0.69,10.1,-0.36,3437.4,8619.26,0.76,294.7,183.9,12,27.57,0.37,-10.02,-0.32,-0.01,0,0.01,45.75,-32.7,-19.35
397831,25.8,998.58,122.84,329.87,-3.75,-92.12,-0.71,10.09,-0.37,-0.71,10.09,-0.37,-0.71,10.09,-0.37,3437.4,8619.26,0.76,294.7,183.9,12,27.71,0.36,-10.03,-0.35,-0.01,0,0.01,45.75,-32.7,-19.35
397880,25.8,998.58,122.88,329.87,-3.75,-92.12,-0.69,10.09,-0.36,-0.69,10.09,-0.36,-0.69,10.09,-0.36,3437.4,8619.26,0.76,294.7,183.9,12,27.61,0.37,-10.02,-0.37,-0.01,0,0,45.15,-31.05,-20.7
397921,25.8,998.58,122.88,329.87,-3.75,-92.12,-0.68,10.09,-0.38,-0.68,10.09,-0.38,-0.68,10.09,-0.38,3437.4,8619.26,0.76,294.7,183.9,12,27.61,0.39,-10,-0.33,0,0,0,45.15,-31.05,-20.7
397967,25.8,998.58,122.9,329.87,-3.75,-92.12,-0.71,10.08,-0.38,-0.71,10.08,-0.38,-0.71,10.08,-0.38,3437.4,8619.26,0.76,294.7,183.9,12,27.52,0.38,-9.99,-0.37,0,-0.01,0,45.15,-31.05,-20.7
398010,25.8,998.57,122.91,329.87,-3.75,-92.12,-0.62,10.1,-0.39,-0.62,10.1,-0.39,-0.62,10.1,-0.39,3437.4,8619.26,0.76,294.7,183.9,12,27.52,0.31,-10.22,-0.46,0,0,0,45.6,-32.1,-18.15
398060,25.8,998.58,122.84,329.87,-3.75,-92.12,-0.77,10.07,-0.39,-0.77,10.07,-0.39,-0.77,10.07,-0.39,3437.4,8619.26,0.76,294.7,183.9,12,27.71,0.46,-9.42,-0.34,-0.01,0,0,45.6,-32.1,-18.15
398101,25.8,998.59,122.81,329.87,-3.75,-92.12,-0.63,10.06,-0.4,-0.63,10.06,-0.4,-0.63,10.06,-0.4,3437.4,8619.26,0.76,294.7,183.9,12,27.61,0.45,-10.02,-0.4,0,0,0.01,44.55,-32.55,-21
398148,25.8,998.59,122.79,329.87,-3.75,-92.12,-0.68,10.1,-0.38,-0.68,10.1,-0.38,-0.68,10.1,-0.38,3437.4,8619.26,0.76,294.7,183.9,12,27.76,0.4,-10.03,-0.34,0,0,0.01,44.55,-32.55,-21
398198,25.8,998.59,122.8,329.87,-3.75,-92.12,-0.7,10.1,-0.36,-0.7,10.1,-0.36,-0.7,10.1,-0.36,3437.4,8619.26,0.76,294.7,183.9,12,27.52,0.18,-10.59,-0.37,0,0,0,45.45,-31.65,-20.1
398250,25.8,998.58,122.84,329.87,-3.75,-92.12,-0.62,10.05,-0.37,-0.62,10.05,-0.37,-0.6,10.04,-0.39,3437.4,8619.26,0.76,294.7,183.9,12,27.9,0.23,-10.41,-0.36,-0.01,-0.01,0.01,45.45,-31.65,-20.1
398291,25.79,998.58,122.86,329.87,-3.75,-92.12,-0.66,10.08,-0.39,-0.66,10.08,-0.39,-0.66,10.08,-0.39,3437.4,8619.26,0.76,294.7,183.9,12,27.61,0.47,-10.2,-0.31,0,0,0.01,44.7,-32.4,-21.9
398333,25.79,998.58,122.87,329.87,-3.75,-92.12,-0.71,10.1,-0.36,-0.71,10.1,-0.36,-0.71,10.1,-0.36,3437.4,8619.26,0.76,294.7,183.9,12,27.61,0.42,-10.02,-0.4,0,0,0.01,44.7,-32.4,-21.9
398376,25.79,998.59,122.79,329.87,-3.75,-92.12,-0.7,10.09,-0.38,-0.7,10.09,-0.38,-0.7,10.09,-0.38,3437.4,8619.26,0.76,294.7,183.9,12,27.57,0.44,-10,-0.33,-0.01,0,0,44.7,-32.4,-21.9
398420,25.79,998.59,122.79,329.87,-3.75,-92.12,-0.7,10.1,-0.41,-0.7,10.1,-0.41,-0.57,10.03,-0.35,3437.4,8619.26,0.76,294.7,183.9,12,27.52,0.38,-10.59,-0.44,0,0,0,45.75,-32.4,-20.4
398471,25.8,998.59,122.77,329.87,-3.75,-92.12,-0.56,10.04,-0.4,-0.82,10.14,-0.37,-0.82,10.14,-0.37,3437.4,8619.26,0.76,294.7,183.9,12,27.76,0.49,-10.12,-0.45,0,0,0.01,45.75,-32.4,-20.4
398513,25.79,998.59,122.79,329.87,-3.75,-92.12,-0.67,10.11,-0.38,-0.67,10.11,-0.38,-0.67,10.11,-0.38,3437.4,8619.26,0.76,294.7,183.9,12,27.57,0.48,-10.04,-0.34,0,0,0.01,46.35,-31.35,-20.25
398559,25.79,998.59,122.81,329.87,-3.75,-92.12,-0.68,10.09,-0.39,-0.68,10.09,-0.39,-0.68,10.09,-0.39,3437.4,8619.26,0.76,294.7,183.9,12,27.85,0.43,-10.02,-0.35,0,0,0.01,46.35,-31.35,-20.25
398602,25.79,998.59,122.79,329.87,-3.75,-92.12,-0.68,10.08,-0.35,-0.7,10.09,-0.37,-0.7,10.09,-0.37,3437.4,8619.26,0.76,294.7,183.9,12,27.85,0.41,-10,-0.34,0,0,0.01,46.65,-31.05,-20.7
398652,25.8,998.58,122.84,329.87,-3.75,-92.12,-0.69,10.1,-0.38,-0.68,10.09,-0.4,-0.68,10.09,-0.4,3437.4,8619.26,0.76,294.7,183.9,12,27.71,0.45,-10.03,-0.35,0,0,0,46.65,-31.05,-20.7
398693,25.79,998.59,122.81,329.87,-3.75,-92.12,-0.72,10.07,-0.38,-0.72,10.07,-0.38,-0.72,10.07,-0.38,3437.4,8619.26,0.76,294.7,183.9,12,27.57,0.42,-10,-0.32,0,0,0,45.9,-32.85,-19.2
398740,25.79,998.58,122.84,329.87,-3.75,-92.12,-0.71,10.1,-0.39,-0.71,10.1,-0.39,-0.71,10.1,-0.39,3437.4,8619.26,0.76,294.7,183.9,12,27.85,0.44,-9.96,-0.33,0,0,0.01,45.9,-32.85,-19.2
398782,25.79,998.59,122.78,329.87,-3.75,-92.12,-0.71,10.09,-0.36,-0.71,10.08,-0.4,-0.71,10.08,-0.4,3437.4,8619.26,0.76,294.7,183.9,12,27.76,0.45,-9.96,-0.38,0,0,0.01,46.2,-33.15,-19.8
398824,25.8,998.58,122.82,329.87,-3.75,-92.12,-0.71,10.1,-0.35,-0.71,10.1,-0.35,-0.71,10.1,-0.35,3437.4,8619.26,0.76,294.7,183.9,12,27.57,0.43,-9.98,-0.33,0,0,0,46.2,-33.15,-19.8
398873,25.8,998.58,122.88,329.87,-3.75,-92.12,-0.68,10.07,-0.37,-0.68,10.07,-0.37,-0.68,10.07,-0.37,3437.4,8619.26,0.76,294.7,183.9,12,27.61,0.4,-9.96,-0.42,0,0,0.01,46.2,-33.15,-19.8
398914,25.8,998.58,122.85,329.87,-3.75,-92.12,-0.69,10.08,-0.37,-0.69,10.08,-0.37,-0.69,10.08,-0.37,3437.4,8619.26,0.76,294.7,183.9,12,27.71,0.4,-9.97,-0.35,0,0,0,45.75,-33.45,-20.4
398959,25.8,998.59,122.8,329.87,-3.75,-92.12,-0.67,10.1,-0.38,-0.67,10.1,-0.38,-0.67,10.1,-0.38,3437.4,8619.26,0.76,294.7,183.9,12,27.71,0.4,-9.99,-0.36,0,0,0.01,45.75,-33.45,-20.4
399003,25.8,998.58,122.9,329.87,-3.75,-92.12,-0.68,10.09,-0.38,-0.69,10.07,-0.4,-0.69,10.07,-0.4,3437.4,8619.26,0.76,294.7,183.9,12,27.76,0.41,-10.01,-0.35,-0.01,0,0,46.2,-32.7,-20.1
399053,25.8,998.58,122.87,329.87,-3.75,-92.12,-0.7,10.09,-0.34,-0.7,10.09,-0.38,-0.7,10.09,-0.38,3437.4,8619.26,0.76,294.7,183.9,12,27.76,0.39,-10.03,-0.34,-0.01,0,0,46.2,-32.7,-20.1
399094,25.8,998.58,122.86,329.87,-3.75,-92.12,-0.72,10.07,-0.37,-0.72,10.07,-0.37,-0.72,10.07,-0.37,3437.4,8619.26,0.76,294.7,183.9,12,27.71,0.47,-10.05,-0.34,0,0,0.01,45,-32.4,-20.4
399143,25.8,998.58,122.87,329.87,-3.75,-92.12,-0.71,10.09,-0.36,-0.71,10.09,-0.36,-0.71,10.09,-0.36,3437.4,8619.26,0.76,294.7,183.9,12,27.57,0.46,-9.95,-0.36,0,0,0.01,45,-32.4,-20.4
399185,25.8,998.58,122.84,329.87,-3.75,-92.12,-0.7,10.09,-0.37,-0.7,10.09,-0.37,-0.7,10.09,-0.37,3437.4,8619.26,0.76,294.7,183.9,12,27.71,0.39,-10.03,-0.39,-0.01,0,0.01,45.45,-33.45,-19.35
399225,25.79,998.58,122.87,329.87,-3.75,-92.12,-0.68,10.09,-0.35,-0.68,10.09,-0.35,-0.68,10.09,-0.35,3437.4,8619.26,0.76,294.7,183.9,12,27.71,0.4,-9.98,-0.34,-0.01,0,0.01,45.45,-33.45,-19.35
399275,25.8,998.58,122.88,329.87,-3.75,-92.12,-0.67,10.09,-0.37,-0.67,10.09,-0.37,-0.67,10.09,-0.37,3437.4,8619.26,0.76,294.7,183.9,12,27.85,0.43,-9.98,-0.35,0,0,0.01,45.45,-33.45,-19.35
399316,25.8,998.57,122.9,329.87,-3.75,-92.12,-0.7,10.11,-0.36,-0.7,10.11,-0.36,-0.7,10.11,-0.36,3437.4,8619.26,0.76,294.7,183.9,12,27.37,0.39,-10.07,-0.3,0,0,0,47.1,-30.6,-19.95
399362,25.8,998.57,122.91,329.87,-3.75,-92.12,-0.68,10.08,-0.4,-0.68,10.08,-0.4,-0.68,10.08,-0.4,3437.4,8619.26,0.76,294.7,183.9,12,27.61,0.42,-10.02,-0.33,-0.01,0,0.01,47.1,-30.6,-19.95
399404,25.8,998.58,122.89,329.87,-3.75,-92.12,-0.72,10.12,-0.39,-0.72,10.12,-0.39,-0.72,10.12,-0.39,3437.4,8619.26,0.76,294.7,183.9,12,27.61,0.45,-10.03,-0.33,0,0,0.01,45.6,-32.85,-19.95
399454,25.8,998.58,122.87,329.87,-3.75,-92.12,-0.69,10.09,-0.41,-0.69,10.09,-0.41,-0.69,10.09,-0.41,3437.4,8619.26,0.76,294.7,183.9,12,27.76,0.43,-10.02,-0.37,-0.01,0,0.01,45.6,-32.85,-19.95
399496,25.8,998.58,122.88,329.87,-3.75,-92.12,-0.74,10.09,-0.37,-0.74,10.09,-0.37,-0.74,10.09,-0.37,3437.4,8619.26,0.76,294.7,183.9,12,27.9,0.43,-10,-0.4,0,0,0.01,46.35,-32.85,-19.5
399542,25.8,998.57,122.94,329.87,-3.75,-92.12,-0.69,10.08,-0.38,-0.69,10.08,-0.38,-0.69,10.08,-0.38,3437.4,8619.26,0.76,294.7,183.9,12,27.57,0.37,-9.99,-0.35,0,0,0.01,46.35,-32.85,-19.5
399585,25.8,998.57,122.92,329.87,-3.75,-92.12,-0.7,10.1,-0.36,-0.72,10.08,-0.37,-0.72,10.08,-0.37,3437.4,8619.26,0.76,294.7,183.9,12,27.61,0.41,-9.92,-0.36,0,0,0.01,46.35,-32.85,-19.5
399634,25.8,998.58,122.86,329.87,-3.75,-92.12,-0.67,10.1,-0.36,-0.67,10.1,-0.34,-0.67,10.1,-0.34,3437.4,8619.26,0.76,294.7,183.9,12,27.61,0.38,-9.98,-0.33,0,0,0.01,45.75,-31.95,-18.75
399676,25.79,998.58,122.86,329.87,-3.75,-92.12,-0.72,10.09,-0.36,-0.72,10.09,-0.36,-0.72,10.09,-0.36,3437.4,8619.26,0.76,294.7,183.9,12,27.9,0.43,-10.02,-0.33,0,-0.01,0,45.75,-31.95,-18.75
399717,25.79,998.58,122.87,329.87,-3.75,-92.12,-0.67,10.08,-0.37,-0.67,10.08,-0.37,-0.67,10.08,-0.37,3437.4,8619.26,0.76,294.7,183.9,12,27.57,0.36,-10.01,-0.36,-0.01,0,0,45.45,-31.95,-20.1
399762,25.8,998.58,122.83,329.87,-3.75,-92.12,-0.72,10.1,-0.4,-0.72,10.1,-0.4,-0.72,10.1,-0.4,3437.4,8619.26,0.76,294.7,183.9,12,27.61,0.45,-10.02,-0.31,0,0,0.01,45.45,-31.95,-20.1
399806,25.8,998.58,122.83,329.87,-3.75,-92.12,-0.69,10.09,-0.4,-0.69,10.09,-0.4,-0.69,10.09,-0.4,3437.4,8619.26,0.76,294.7,183.9,12,27.76,0.37,-10,-0.34,0,0,0.01,45.9,-31.8,-19.5
399856,25.8,998.59,122.78,329.87,-3.75,-92.12,-0.71,10.09,-0.4,-0.72,10.08,-0.38,-0.72,10.08,-0.38,3437.4,8619.26,0.76,294.7,183.9,12,27.76,0.46,-9.98,-0.34,0,0,0.01,45.9,-31.8,-19.5
399897,25.8,998.59,122.75,329.87,-3.75,-92.12,-0.67,10.1,-0.41,-0.67,10.1,-0.41,-0.67,10.1,-0.41,3437.4,8619.26,0.76,294.7,183.9,12,27.52,0.34,-9.98,-0.32,0,0,0.01,43.8,-30.6,-19.95
399942,25.8,998.59,122.77,329.87,-3.75,-92.12,-0.68,10.1,-0.34,-0.68,10.1,-0.34,-0.68,10.1,-0.34,3437.4,8619.26,0.76,294.7,183.9,12,27.61,0.42,-9.98,-0.36,-0.01,0,0.01,43.8,-30.6,-19.95
399985,25.8,998.6,122.72,329.87,-3.75,-92.12,-0.69,10.1,-0.35,-0.68,10.08,-0.38,-0.68,10.08,-0.38,3437.4,8619.26,0.76,294.7,183.9,12,27.76,0.38,-9.97,-0.36,-0.01,-0.01,0,43.8,-30.6,-19.95
400035,25.8,998.6,122.68,329.87,-3.75,-92.12,-0.67,10.08,-0.37,-0.67,10.08,-0.37,-0.7,10.08,-0.38,3437.4,8619.26,0.76,294.7,183.9,12,27.76,0.42,-10,-0.34,0,0,0.01,45.6,-32.85,-20.25
400077,25.8,998.6,122.68,329.87,-3.75,-92.12,-0.71,10.11,-0.35,-0.71,10.11,-0.35,-0.71,10.11,-0.35,3437.4,8619.26,0.76,294.7,183.9,12,27.52,0.4,-10.01,-0.39,-0.01,0,0,45.6,-32.85,-20.25
