time [ms], BMP temp [degC], BMP pres [], BMP alt [], BNO x [deg], BNO y [deg], BNO z [deg], GPS lat [deg.min], GPS lon [deg.min], GPS speed [m/s], GPS angle [deg], GPS alt [m], ICM temp [degC], ICM accel x [m/s^2], ICM accel y [m/s^2], ICM accel z [m/s^2], ICM gyro x [rad/s], ICM gyro y [rad/s], ICM gyro z [rad/s], ICM mag x [], ICM mag y [], ICM mag z []
20574, 23.49, 998.70, 121.88, 4.56, 36.13, 158.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, -0.34, 0.63, 9.87, 0.04, -0.09, 0.06, -31.80, -31.05, 6.90
20614, 23.49, 998.70, 121.87, 5.19, 36.94, 157.37, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, -0.43, 0.54, 9.67, 0.05, 0.10, 0.03, -31.80, -31.05, 6.90
20661, 23.49, 998.70, 121.84, 8.06, 38.13, 154.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, -1.04, -0.07, 9.75, -0.10, 0.14, -0.03, -31.80, -31.05, 6.90
20700, 23.49, 998.70, 121.81, 308.81, 38.50, 151.56, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, -0.73, 0.33, 9.61, -0.20, -0.11, 0.02, -31.80, -31.05, 6.90
20739, 23.49, 998.70, 121.84, 309.50, 38.75, 151.75, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.74, -0.57, 0.57, 9.78, -0.10, -0.10, 0.01, -31.80, -31.05, 6.90
20777, 23.49, 998.70, 121.85, 308.81, 37.63, 152.75, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.74, -0.57, 0.57, 9.78, -0.10, -0.10, 0.01, -31.80, -31.05, 6.90
20815, 23.49, 998.70, 121.83, 10.13, 36.31, 152.25, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.88, -0.30, 0.49, 9.81, 0.06, -0.14, 0.01, -32.40, -30.45, 5.55
20855, 23.49, 998.69, 121.94, 10.63, 36.19, 151.81, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.88, -0.46, 0.68, 10.12, -0.34, -0.42, -0.20, -32.40, -30.45, 5.55
20901, 23.49, 998.69, 121.97, 307.87, 38.00, 151.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, -0.19, 0.61, 9.93, -0.37, -0.93, -0.22, -33.45, -31.65, 4.50
20939, 23.49, 998.69, 121.94, 311.25, 39.56, 152.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, 0.44, 0.39, 10.38, -0.81, -1.51, 0.09, -33.45, -31.65, 4.50
20978, 23.49, 998.69, 121.97, 6.75, 38.69, 155.94, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.74, 1.00, -0.06, 9.55, -1.07, -2.36, 0.82, -33.45, -31.65, 4.50
21016, 23.49, 998.69, 121.91, 1.69, 35.13, 164.19, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, 1.67, -0.57, 9.58, -0.60, -2.78, 1.49, -38.25, -32.70, -0.30
21056, 23.49, 998.69, 121.90, 356.81, 31.75, 170.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.93, 2.78, -0.76, 9.57, 0.08, -2.25, 1.40, -38.25, -32.70, -0.30
21096, 23.50, 998.69, 121.91, 356.00, 29.87, 171.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.88, 3.46, -1.13, 8.91, -0.29, -2.16, 1.07, -42.00, -38.10, -8.55
21133, 23.50, 998.69, 121.92, 357.69, 30.19, 170.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.45, 4.25, -1.67, 8.56, -0.53, -2.06, 0.99, -42.00, -38.10, -8.55
21178, 23.50, 998.69, 121.92, 358.37, 30.69, 169.37, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.88, 5.00, -1.91, 8.00, -0.85, -1.99, 0.80, -42.00, -38.10, -8.55
21217, 23.50, 998.69, 121.94, 356.00, 27.44, 172.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, 5.25, -2.01, 7.52, -1.49, -1.96, 0.40, -40.95, -41.55, -12.90
21256, 23.50, 998.70, 121.86, 353.12, 25.50, 174.31, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.74, 5.73, -2.60, 6.49, -0.92, -1.50, 0.37, -40.95, -41.55, -12.90
21296, 23.50, 998.70, 121.87, 350.81, 24.25, 175.81, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.88, 6.56, -3.43, 7.17, -0.91, -1.69, 0.11, -40.95, -41.55, -12.90
21336, 23.50, 998.69, 121.90, 351.19, 23.12, 175.75, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.88, 6.63, -2.80, 6.25, -1.12, -1.97, 0.32, -40.95, -41.55, -12.90
21375, 23.50, 998.69, 121.92, 351.75, 22.25, 176.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, 7.13, -3.57, 5.51, -0.80, -1.93, 0.12, -40.95, -41.55, -12.90
21416, 23.50, 998.69, 121.90, 351.69, 20.62, 177.81, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.88, 7.68, -3.89, 4.55, -0.55, -2.00, 0.46, -43.05, -45.15, -34.80
21462, 23.50, 998.69, 121.93, 349.37, 17.81, -179.75, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.88, 7.63, -4.07, 4.40, -0.15, -1.45, 0.66, -43.05, -45.15, -34.80
21501, 23.50, 998.69, 121.95, 346.69, 16.12, -177.75, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.74, 8.40, -4.56, 3.99, 0.06, -1.27, 0.46, -41.40, -47.25, -38.55
21539, 23.50, 998.69, 121.91, 346.75, 14.44, -177.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.69, 8.18, -4.86, 2.95, -0.50, -1.38, 0.46, -41.40, -47.25, -38.55
21580, 23.50, 998.70, 121.85, 348.25, 13.75, -176.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.88, 8.12, -5.00, 2.36, -0.48, -1.35, 0.63, -41.40, -47.25, -38.55
21618, 23.50, 998.71, 121.79, 348.31, 13.25, -175.37, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.98, 8.34, -4.72, 1.59, -0.70, -1.65, 0.68, -38.25, -47.25, -44.10
21657, 23.50, 998.70, 121.81, 348.44, 12.50, -174.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.98, 8.30, -5.44, 1.14, -0.75, -1.75, 0.47, -38.25, -47.25, -44.10
21704, 23.50, 998.70, 121.81, 351.06, 12.00, -172.19, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, 8.30, -4.99, 0.88, -1.30, -1.95, 0.22, -33.30, -46.35, -51.45
21742, 23.50, 998.71, 121.79, 353.56, 12.94, -170.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.93, 8.49, -5.70, -0.01, -1.36, -1.92, 0.20, -33.30, -46.35, -51.45
21784, 23.50, 998.70, 121.85, 354.75, 14.63, -168.69, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.59, 8.07, -5.26, -1.52, -0.92, -1.84, 0.58, -33.30, -46.35, -51.45
21826, 23.50, 998.69, 121.90, 354.62, 16.44, -167.94, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, 8.76, -5.66, -1.59, -0.17, -1.37, 0.83, -27.15, -44.40, -58.50
21865, 23.50, 998.69, 121.93, 354.81, 16.50, -167.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, 7.42, -5.99, -2.33, -0.19, -1.31, 0.86, -27.15, -44.40, -58.50
21906, 23.50, 998.69, 121.90, 355.12, 15.19, -168.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, 8.19, -8.82, -0.74, -0.85, -1.47, 0.97, -18.90, -45.15, -62.10
21944, 23.50, 998.69, 121.90, 356.50, 13.31, -168.75, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.88, 6.72, -5.83, -3.80, -0.35, -1.72, 1.22, -18.90, -45.15, -62.10
21989, 23.50, 998.69, 121.92, 358.44, 12.50, -169.75, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.93, 5.50, -7.37, -4.17, -1.03, -1.13, 1.16, -18.90, -45.15, -62.10
22029, 23.50, 998.69, 121.98, 359.37, 13.38, -171.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.59, 5.23, -7.04, -4.57, -0.27, -1.10, 0.71, -18.90, -45.15, -62.10
22068, 23.50, 998.69, 121.95, 359.31, 14.69, -171.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.88, 4.82, -6.08, -4.60, -0.58, -1.03, 0.59, -18.90, -45.15, -62.10
22109, 23.50, 998.69, 121.96, 0.25, 15.31, -171.31, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, 4.95, -7.35, -5.35, -0.59, -0.93, 0.78, -2.10, -39.00, -64.65
22149, 23.50, 998.69, 121.96, 2.69, 14.81, -171.87, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.88, 4.43, -6.79, -5.96, -0.55, -1.03, 0.86, -2.10, -39.00, -64.65
22187, 23.50, 998.68, 121.99, 5.62, 14.06, -173.44, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.88, 4.02, -7.23, -6.11, -0.47, -0.99, 0.96, 3.75, -35.55, -64.20
22232, 23.50, 998.69, 121.96, 6.75, 13.81, -175.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.93, 3.36, -6.85, -6.54, -0.77, -1.52, 1.03, 3.75, -35.55, -64.20
22270, 23.50, 998.69, 121.93, 7.81, 15.56, -177.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.74, 2.50, -6.62, -7.20, -0.81, -1.78, 0.82, 3.75, -35.55, -64.20
22309, 23.50, 998.69, 121.91, 8.63, 18.31, -179.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.88, 2.18, -6.43, -6.70, -0.54, -1.14, 0.29, 12.45, -30.30, -63.15
22350, 23.50, 998.70, 121.87, 6.44, 23.25, -179.75, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.59, 1.90, -5.74, -6.97, -0.34, -0.65, 0.02, 12.45, -30.30, -63.15
22389, 23.50, 998.70, 121.87, 4.94, 29.81, 179.44, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.88, 1.73, -6.79, -7.65, -0.09, -0.30, 0.15, 14.25, -28.50, -61.65
22429, 23.50, 998.69, 121.89, 6.87, 38.00, 176.19, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, 1.26, -5.77, -7.61, -1.02, -0.86, 0.56, 14.25, -28.50, -61.65
22469, 23.50, 998.69, 121.90, 354.25, 48.75, 170.19, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.88, 0.73, -6.49, -7.94, -2.28, -0.90, 1.05, 14.25, -28.50, -61.65
22516, 23.50, 998.69, 121.94, 332.44, 57.63, 67.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.93, -0.01, -4.67, -9.01, -2.80, -1.04, 0.95, 17.55, -20.40, -62.85
22554, 23.50, 998.69, 121.97, 323.75, 20.87, 60.38, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.93, -0.81, -8.32, -10.15, -1.60, -0.82, 0.61, 17.55, -20.40, -62.85
22592, 23.50, 998.68, 122.03, 336.00, 20.12, 67.75, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.59, -0.98, -8.83, -8.51, -1.40, -0.61, 1.03, 17.55, -20.40, -62.85
22639, 23.51, 998.68, 122.04, 332.31, 19.56, 68.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.59, -1.12, -4.63, -10.08, -0.32, -0.36, 0.70, 17.55, -20.40, -62.85
22679, 23.50, 998.68, 122.03, 324.44, 16.56, 67.31, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, -1.15, -2.97, -9.08, -0.30, -0.26, 0.96, 17.55, -20.40, -62.85
22720, 23.51, 998.69, 121.97, 321.69, 15.25, 67.87, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.74, -1.23, -2.90, -9.62, -0.46, -0.52, 1.22, 17.55, -20.40, -62.85
22767, 23.51, 998.69, 121.94, 318.44, 12.88, 69.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.88, -1.81, -2.90, -9.50, -0.50, -1.04, 2.04, 17.55, -20.40, -62.85
22805, 23.51, 998.69, 121.93, 314.62, 10.13, 71.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.88, -2.70, -2.34, -9.06, 0.25, -0.51, 2.03, 28.50, 2.85, -61.20
22843, 23.51, 998.70, 121.84, 312.81, 8.44, 72.94, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, -3.01, -1.37, -9.21, 0.22, -0.07, 2.32, 28.50, 2.85, -61.20
22882, 23.51, 998.70, 121.86, 312.06, 6.62, 74.37, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.69, -2.65, -2.03, -9.62, 0.39, -0.13, 2.59, 28.50, 2.85, -61.20
22922, 23.51, 998.70, 121.87, 310.37, 3.87, 76.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.93, -3.25, -1.94, -8.70, 0.58, 0.09, 2.73, 28.95, 12.75, -59.85
22962, 23.51, 998.71, 121.81, 310.62, 2.56, 74.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.88, -3.41, -2.83, -9.77, 0.99, 0.27, 2.19, 28.95, 12.75, -59.85
23000, 23.52, 998.70, 121.83, 309.62, 1.31, 75.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.98, -2.38, -2.15, -9.08, 1.09, -0.46, 2.07, 24.30, 23.25, -60.90
23045, 23.52, 998.70, 121.82, 305.75, -3.00, 73.94, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.74, -3.30, -2.23, -8.40, 0.79, -0.65, 1.84, 24.30, 23.25, -60.90
23084, 23.52, 998.70, 121.87, 306.44, -8.44, 73.87, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.74, -3.25, -1.17, -9.37, 1.25, -0.32, 1.38, 24.30, 23.25, -60.90
23125, 23.52, 998.69, 121.90, 315.12, -14.19, 73.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.88, -1.95, -2.85, -6.59, -0.25, 0.09, 1.12, 22.50, 29.25, -60.30
23166, 23.52, 998.70, 121.85, 331.94, -28.75, 74.56, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, -5.23, -5.39, -11.19, 2.04, -0.87, 2.76, 22.50, 29.25, -60.30
23205, 23.52, 998.70, 121.89, 331.44, -39.31, 76.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, -3.08, 3.08, -7.82, 0.82, -0.31, -0.23, 20.10, 36.45, -60.45
23243, 23.52, 998.69, 121.92, 325.19, -41.63, 62.75, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, -4.13, -1.46, -7.25, 0.30, -0.35, -1.28, 20.10, 36.45, -60.45
23283, 23.52, 998.69, 121.90, 320.87, -32.38, 60.38, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.88, -5.26, -3.85, -9.65, 0.35, -0.02, 0.09, 20.10, 36.45, -60.45
23330, 23.52, 998.69, 121.95, 342.31, -44.50, 71.19, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.93, -4.44, -2.83, -8.33, 0.65, -0.05, 0.54, 20.10, 36.45, -60.45
23369, 23.52, 998.68, 121.98, 345.62, -47.56, 73.87, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.74, -4.56, -3.92, -8.26, 1.07, -0.61, 0.92, 20.10, 36.45, -60.45
23409, 23.52, 998.68, 122.02, 338.87, -52.56, 67.31, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.07, -5.52, -1.24, -6.96, 0.27, -1.62, 2.74, 19.95, 32.85, -59.25
23450, 23.52, 998.68, 122.04, 335.56, -55.88, 64.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, -6.46, -0.79, -8.40, 0.66, -0.95, 2.23, 19.95, 32.85, -59.25
23488, 23.52, 998.68, 122.02, 336.37, -56.56, 62.63, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.93, -6.71, -1.71, -7.15, 0.36, -1.03, 1.55, 19.95, 32.85, -59.25
23527, 23.53, 998.67, 122.07, 337.00, -56.56, 64.19, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.69, -6.38, -2.54, -6.53, 0.46, -1.23, 1.07, 18.00, 41.70, -56.85
23573, 23.53, 998.67, 122.06, 338.62, -56.81, 65.56, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, -7.67, -0.71, -2.51, 1.21, -0.71, 0.06, 18.00, 41.70, -56.85
23613, 23.53, 998.68, 122.02, 339.69, -56.31, 65.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.59, -6.87, -1.56, -8.35, 0.13, -0.39, -0.12, 15.75, 42.75, -54.00
23652, 23.53, 998.68, 122.04, 338.56, -55.50, 64.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, -7.23, -3.08, -6.90, 1.39, 0.42, -0.90, 15.75, 42.75, -54.00
23689, 23.53, 998.68, 122.01, 337.81, -55.69, 62.94, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, -6.68, -3.32, -7.28, 0.71, 0.48, -1.09, 15.75, 42.75, -54.00
23731, 23.53, 998.69, 121.96, 337.62, -56.00, 62.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.12, -6.70, -3.62, -6.34, 1.04, 0.99, -1.37, 19.05, 36.75, -57.90
23772, 23.54, 998.69, 121.93, 337.12, -56.44, 60.81, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.69, -6.08, -3.76, -7.05, 2.24, 0.76, -1.17, 19.05, 36.75, -57.90
23811, 23.54, 998.69, 121.91, 337.06, -56.13, 59.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, -6.73, -4.68, -6.86, 2.63, 0.70, -0.95, 20.25, 29.25, -65.55
23856, 23.54, 998.69, 121.96, 336.56, -55.75, 57.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, -5.04, -5.33, -5.73, 0.08, 0.22, -1.31, 20.25, 29.25, -65.55
23895, 23.55, 998.69, 121.97, 336.62, -55.50, 55.88, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.88, -4.68, -5.92, -5.92, 0.17, -0.49, -1.09, 21.60, 20.10, -70.35
23935, 23.55, 998.68, 121.98, 336.62, -55.38, 55.19, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.88, -6.51, -5.28, -6.39, 1.72, -0.39, -1.22, 21.60, 20.10, -70.35
23975, 23.55, 998.69, 121.91, 256.25, -55.38, 54.38, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.88, -3.07, -8.26, -4.73, 1.68, 1.25, -2.63, 21.60, 20.10, -70.35
24015, 23.56, 998.69, 121.96, 255.69, -55.06, 54.25, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.59, -3.03, -7.78, -5.12, 1.23, 1.36, -1.93, 21.60, 20.10, -70.35
24053, 23.56, 998.68, 121.98, 255.37, -54.06, 52.94, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.69, -3.01, -8.08, -5.74, 0.95, 1.12, -1.45, 21.60, 20.10, -70.35
24098, 23.56, 998.69, 121.95, 255.06, -53.38, 52.44, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.59, -1.57, -8.24, -5.52, 1.60, 1.57, -2.12, 15.60, -4.95, -75.90
24137, 23.57, 998.69, 121.93, 255.00, -52.38, 50.81, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.88, -0.55, -8.86, -4.09, 0.77, 1.45, -2.00, 15.60, -4.95, -75.90
24176, 23.57, 998.69, 121.93, 254.06, -51.69, 49.63, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, 0.21, -9.25, -3.44, 0.51, 0.68, -1.35, 15.60, -4.95, -75.90
24216, 23.57, 998.68, 122.02, 253.25, -48.94, 48.38, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.93, -0.13, -8.76, -5.27, 1.28, 0.45, -1.12, 8.25, -15.15, -79.20
24256, 23.57, 998.69, 121.97, 252.62, -44.94, 47.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, 0.88, -9.34, -2.99, 0.64, 0.33, -1.66, 8.25, -15.15, -79.20
24294, 23.57, 998.68, 121.98, 252.12, -42.81, 46.25, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.93, 1.23, -9.44, -3.28, 0.27, 0.43, -0.84, 3.30, -24.30, -76.95
24332, 23.58, 998.69, 121.92, 251.69, -39.63, 46.31, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.93, 1.23, -9.44, -3.28, 0.27, 0.43, -0.84, 3.30, -24.30, -76.95
24377, 23.58, 998.70, 121.88, 250.31, -35.75, 45.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, 2.22, -9.83, -2.70, 1.16, 1.11, -0.63, 3.30, -24.30, -76.95
24416, 23.58, 998.69, 121.96, 248.69, -31.81, 45.56, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.74, 2.56, -9.63, -2.83, 0.84, 0.93, -0.53, -4.05, -27.30, -76.95
24458, 23.58, 998.68, 122.01, 247.75, -30.69, 45.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, 2.28, -9.31, -0.85, 1.06, 1.43, -0.02, -4.05, -27.30, -76.95
24499, 23.58, 998.69, 121.97, 246.62, -29.37, 44.56, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, 2.92, -9.98, -0.96, 1.91, 2.01, 0.55, -9.90, -32.55, -74.40
24537, 23.58, 998.69, 121.93, 246.19, -28.06, 44.69, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, 2.49, -9.50, -1.40, 0.81, 1.44, -0.39, -9.90, -32.55, -74.40
24577, 23.59, 998.69, 121.90, 245.62, -25.37, 48.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.88, 3.59, -8.96, 0.79, 1.91, 1.48, -0.71, -9.90, -32.55, -74.40
24617, 23.59, 998.69, 121.95, 246.56, -22.37, 46.19, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.93, 3.25, -9.33, 0.89, 1.25, 1.57, 0.33, -14.85, -37.80, -69.15
24663, 23.59, 998.69, 121.93, 247.31, -21.37, 44.56, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.69, 2.88, -9.53, 1.77, 0.88, 1.17, 0.35, -14.85, -37.80, -69.15
24702, 23.59, 998.69, 121.93, 248.44, -19.25, 45.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.88, 2.29, -10.03, 1.92, 2.52, 1.78, 0.59, -14.85, -37.80, -69.15
24739, 23.59, 998.70, 121.84, 248.00, -13.06, 47.25, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, 2.44, -8.43, 2.47, 2.05, 1.14, 0.12, -14.85, -37.80, -69.15
24780, 23.60, 998.70, 121.88, 249.12, -10.63, 48.56, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.74, 1.82, -9.35, 3.55, 0.72, 1.72, 0.67, -14.85, -37.80, -69.15
24819, 23.60, 998.69, 121.90, 253.56, -10.44, 51.44, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.88, 1.23, -9.58, 4.21, 0.26, 1.37, 0.83, -20.25, -45.90, -58.50
24857, 23.60, 998.69, 121.90, 255.87, -11.06, 52.88, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.93, 1.02, -8.62, 4.11, 0.90, 0.79, 0.24, -20.25, -45.90, -58.50
24903, 23.60, 998.69, 121.90, 256.12, -10.75, 52.69, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.88, 0.68, -8.29, 4.41, 0.70, 0.49, 0.01, -21.00, -45.60, -52.80
24941, 23.60, 998.70, 121.88, 256.81, -10.69, 52.63, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.69, 1.22, -7.91, 5.88, 1.15, 1.05, 0.35, -21.00, -45.60, -52.80
24979, 23.60, 998.70, 121.85, 256.87, -8.06, 54.38, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.93, 0.16, -8.48, 5.41, 1.49, 1.77, 0.66, -21.00, -45.60, -52.80
25019, 23.61, 998.70, 121.85, 257.25, -5.37, 57.44, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, -0.36, -7.89, 5.57, 0.75, 1.77, 0.75, -20.25, -50.10, -47.55
25059, 23.61, 998.69, 121.90, 258.75, -5.62, 57.38, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.93, -0.77, -7.88, 6.01, 0.50, 1.74, 1.00, -20.25, -50.10, -47.55
25097, 23.61, 998.70, 121.89, 259.06, -4.37, 57.94, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.88, -2.03, -7.50, 6.34, 0.75, 1.70, 1.45, -17.25, -47.70, -47.55
25138, 23.61, 998.70, 121.83, 259.81, -3.37, 57.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, -2.23, -7.45, 6.75, 1.20, 1.73, 0.93, -17.25, -47.70, -42.75
25183, 23.61, 998.70, 121.87, 261.62, -1.31, 57.31, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.98, -3.52, -7.10, 5.71, 1.11, 1.78, 0.84, -17.25, -47.70, -42.75
25221, 23.61, 998.71, 121.79, 262.75, -0.62, 57.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.88, -4.12, -7.22, 6.20, 1.47, 1.65, 0.68, -13.50, -48.90, -38.25
25260, 23.61, 998.70, 121.89, 263.44, 0.56, 58.56, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.59, -3.79, -6.17, 5.93, 0.57, 1.09, 0.01, -13.50, -48.90, -38.25
25301, 23.61, 998.69, 121.92, 263.62, 1.06, 58.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, -4.34, -6.35, 6.42, 0.74, 1.39, 0.17, -11.25, -47.40, -34.80
25340, 23.62, 998.70, 121.88, 263.25, 2.31, 58.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.93, -5.04, -6.09, 5.57, 1.09, 1.35, 0.20, -11.25, -47.40, -34.80
25380, 23.62, 998.69, 121.94, 262.81, 3.06, 57.69, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, -5.08, -4.99, 7.26, 1.70, 1.35, 0.01, -11.25, -47.40, -34.80
25419, 23.62, 998.69, 121.96, 262.94, 3.87, 57.56, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, -6.07, -5.32, 5.47, 0.95, 1.58, 0.21, -11.25, -47.40, -34.80
25465, 23.62, 998.69, 121.91, 263.00, 5.00, 57.81, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.93, -6.13, -5.03, 5.96, 0.94, 1.44, 0.41, -11.25, -47.40, -34.80
25504, 23.62, 998.69, 121.96, 263.87, 5.19, 57.31, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.79, -6.34, -4.69, 5.90, 1.10, 1.53, 0.49, -7.20, -46.50, -24.00
25542, 23.62, 998.69, 121.91, 264.75, 5.94, 57.25, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 24.88, -7.18, -4.13, 5.06, 1.24, 1.69, 0.75, -7.20, -46.50, -24.00
